GPS_ID;RFID tag;Pickup Plan;Timestamp;Latitude;Longitude
GPS_tr7,rfidXNPCXE,Pcp35,2024-05-02 23:56:35,21.986,100.489
GPS_tr7,rfidXNPCXE,Pcp35,2024-05-02 23:56:40,21.9867,100.4897
GPS_tr7,rfidXNPCXE,Pcp35,2024-05-02 23:56:45,21.9872,100.4898
GPS_tr7,rfidXNPCXE,Pcp35,2024-05-02 23:56:50,21.9876,100.4901
GPS_tr7,rfidXNPCXE,Pcp35,2024-05-02 23:56:55,21.9879,100.4904
GPS_tr7,rfidXNPCXE,Pcp35,2024-05-02 23:57:00,21.9883,100.4907
GPS_tr7,rfidXNPCXE,Pcp35,2024-05-02 23:57:05,21.9887,100.4908
GPS_tr7,rfidXNPCXE,Pcp35,2024-05-02 23:57:10,21.9892,100.491
GPS_tr7,rfidXNPCXE,Pcp35,2024-05-02 23:57:15,21.9895,100.4914
GPS_tr7,rfidXNPCXE,Pcp35,2024-05-02 23:57:20,21.9899,100.4917
GPS_tr7,rfidXNPCXE,Pcp35,2024-05-02 23:57:25,21.9903,100.4918
GPS_tr7,rfidXNPCXE,Pcp35,2024-05-02 23:57:30,21.9907,100.4921
GPS_tr7,rfidXNPCXE,Pcp35,2024-05-02 23:57:35,21.9913,100.492
GPS_tr7,rfidXNPCXE,Pcp35,2024-05-02 23:57:40,21.9917,100.4923
GPS_tr7,rfidXNPCXE,Pcp35,2024-05-02 23:57:45,21.9922,100.4923
GPS_tr7,rfidXNPCXE,Pcp35,2024-05-02 23:57:50,21.9926,100.4925
GPS_tr7,rfidXNPCXE,Pcp35,2024-05-02 23:57:55,21.9931,100.4925
GPS_tr7,rfidXNPCXE,Pcp35,2024-05-02 23:58:00,21.9934,100.493
GPS_tr38,rfidVIASXP,Pcp35,2024-05-02 23:59:13,21.986,100.489
GPS_tr38,rfidVIASXP,Pcp35,2024-05-02 23:59:18,21.9868,100.4895
GPS_tr38,rfidVIASXP,Pcp35,2024-05-02 23:59:23,21.9874,100.4894
GPS_tr38,rfidVIASXP,Pcp35,2024-05-02 23:59:28,21.9878,100.4896
GPS_tr38,rfidVIASXP,Pcp35,2024-05-02 23:59:33,21.9882,100.4899
GPS_tr38,rfidVIASXP,Pcp35,2024-05-02 23:59:38,21.9887,100.4899
GPS_tr38,rfidVIASXP,Pcp35,2024-05-02 23:59:43,21.9892,100.49
GPS_tr38,rfidVIASXP,Pcp35,2024-05-02 23:59:48,21.9897,100.4899
GPS_tr38,rfidVIASXP,Pcp35,2024-05-02 23:59:53,21.9902,100.4901
GPS_tr38,rfidVIASXP,Pcp35,2024-05-02 23:59:58,21.9905,100.4904
